id,title,price,currency,brand,url,image,rating,in_stock,source,country,scraped_at,processor,gpu,ram_gb,storage,screen_size
39c8f060,ASUS M1807HA-S8028X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00698777.html,https://media.ldlc.com/r150/ld/products/00/06/22/92/LD0006229235_0006268856.jpg,,True,ldlc,France,2025-12-29T00:47:44.862745,,,,,
45d17186,ASUS M1807HA-S8076X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00673961.html,https://media.ldlc.com/r150/ld/products/00/06/22/92/LD0006229235.jpg,,True,ldlc,France,2025-12-29T00:47:44.863753,,,,,
6c2f3a5b,ASUS M5406WA-PP068X OLED,,EUR,ASUS,https://www.ldlc.com/fiche/PB00686910.html,https://media.ldlc.com/r150/ld/products/00/06/25/00/LD0006250091.jpg,,True,ldlc,France,2025-12-29T00:47:44.865749,,,,,
bba1f1d0,ASUS P1504FA-BQ2443X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00702100.html,https://media.ldlc.com/r150/ld/products/00/06/07/11/LD0006071179_0006076683_0006197084_0006197179_0006273430.jpg,,True,ldlc,France,2025-12-29T00:47:44.866716,,,,,
7f73d5f5,ASUS P1704VA-AU816X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00686938.html,https://media.ldlc.com/r150/ld/products/00/06/14/34/LD0006143450_0006250162.jpg,,True,ldlc,France,2025-12-29T00:47:44.867715,,,,,
b970e442,ASUS P1704VA-AU908X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00707809.html,https://media.ldlc.com/r150/ld/products/00/06/28/44/LD0006284491.jpg,,True,ldlc,France,2025-12-29T00:47:44.869752,,,,,
f92531ad,ASUS P1704VA-AU909X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00711563.html,https://media.ldlc.com/r150/ld/products/00/06/28/44/LD0006284491_0006291364.jpg,,True,ldlc,France,2025-12-29T00:47:44.870749,,,,,
ec124634,ASUS ProArt P16 OLED H7606WM-SC065X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00695990.html,https://media.ldlc.com/r150/ld/products/00/06/25/54/LD0006255418_0006256647_0006260556.jpg,,True,ldlc,France,2025-12-29T00:47:44.871751,,,,,
c7ef0dac,ASUS ProArt P16 OLED H7606WP-SC142W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691198.html,https://media.ldlc.com/r150/ld/products/00/06/28/78/LD0006287854.jpg,,True,ldlc,France,2025-12-29T00:47:44.872780,,,,,
2fe17cbe,ASUS ROG Flow Z13 GZ302EA-RU004W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00666801.html,https://media.ldlc.com/r150/ld/products/00/06/21/32/LD0006213242.jpg,,True,ldlc,France,2025-12-29T00:47:44.874752,,,,,
10466fc6,ASUS ROG STRIX G16 G614FP-S5050W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00714171.html,https://media.ldlc.com/r150/ld/products/00/06/26/60/LD0006266042_0006297054_0006297061.jpg,,True,ldlc,France,2025-12-29T00:47:44.875755,,,,,
81f792aa,ASUS ROG STRIX G16 G614FR-S5211W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00714170.html,https://media.ldlc.com/r150/ld/products/00/06/26/60/LD0006266042_0006297054.jpg,,True,ldlc,France,2025-12-29T00:47:44.876750,,,,,
29594cdf,ASUS ROG STRIX G16 G614PM-RV066W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691197.html,https://media.ldlc.com/r150/ld/products/00/06/26/60/LD0006266042.jpg,,True,ldlc,France,2025-12-29T00:47:44.877750,,,,,
28e87263,ASUS ROG STRIX G16 G614PR-RV079W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00708172.html,https://media.ldlc.com/r150/ld/products/00/06/26/60/LD0006266046_0006285512.jpg,,True,ldlc,France,2025-12-29T00:47:44.878751,,,,,
c55036bd,ASUS ROG STRIX G16 G615LP-DR5085W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00686909.html,https://media.ldlc.com/r150/ld/products/00/06/26/62/LD0006266247.jpg,,True,ldlc,France,2025-12-29T00:47:44.880756,,,,,
15590ddf,ASUS ROG STRIX G16 G615LR-S5091W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00678206.html,https://media.ldlc.com/r150/ld/products/00/06/26/62/LD0006266239.jpg,,True,ldlc,France,2025-12-29T00:47:44.881754,,,,,
eb28b785,ASUS ROG STRIX G16 G615LW-S5056W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00669453.html,https://media.ldlc.com/r150/ld/products/00/06/26/62/LD0006266256.jpg,,True,ldlc,France,2025-12-29T00:47:44.882771,,,,,
dea9b03d,ASUS ROG STRIX G18 G814FM-S9033W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00709229.html,https://media.ldlc.com/r150/ld/products/00/06/24/73/LD0006247392_0006287023.jpg,,True,ldlc,France,2025-12-29T00:47:44.884769,,,,,
bb8870cf,ASUS ROG STRIX G18 G815LW-S9057W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00669237.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224690.jpg,,True,ldlc,France,2025-12-29T00:47:44.885745,,,,,
23f21a98,ASUS ROG STRIX SCAR 16 G635LW-RW075W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00669452.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224685.jpg,,True,ldlc,France,2025-12-29T00:47:44.887740,,,,,
ae145983,ASUS ROG STRIX SCAR 18 G835LW-DRSA137W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00690257.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224648_0006244268_0006252785.jpg,,True,ldlc,France,2025-12-29T00:47:44.888746,,,,,
f7b8b055,ASUS ROG STRIX SCAR 18 G835LW-SA140W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00696168.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224648_0006244268_0006252785_0006255442_0006261165.jpg,,True,ldlc,France,2025-12-29T00:47:44.890747,,,,,
6ce136c6,ASUS ROG STRIX SCAR 18 G835LX-S9206W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00715580.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224648_0006300164.jpg,,True,ldlc,France,2025-12-29T00:47:44.891745,,,,,
87a51d8c,ASUS ROG STRIX SCAR 18 G835LX-SA012W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00696468.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224648_0006244268_0006262785.jpg,,True,ldlc,France,2025-12-29T00:47:44.892742,,,,,
30580d01,ASUS ROG STRIX SCAR 18 G835LX-SA038W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00713431.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224648_0006244268_0006295045.jpg,,True,ldlc,France,2025-12-29T00:47:50.377432,,,,,
d5e2e0da,ASUS ROG STRIX SCAR 18 G835LX-SA083W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00669228.html,https://media.ldlc.com/r150/ld/products/00/06/22/46/LD0006224648.jpg,,True,ldlc,France,2025-12-29T00:47:50.378433,,,,,
46beb1ab,ASUS ROG Zephyrus Duo 16 GX650RS-004W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00717119.html,https://media.ldlc.com/r150/ld/products/00/06/30/35/LD0006303533.jpg,,True,ldlc,France,2025-12-29T00:47:50.379449,,,,,
303b3a01,ASUS ROG Zephyrus G16 GU605CM-DR7W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00686889.html,https://media.ldlc.com/r150/ld/products/00/06/23/56/LD0006235676_0006249807.jpg,,True,ldlc,France,2025-12-29T00:47:50.381427,,,,,
d21b80e0,ASUS ROG Zephyrus G16 GU605CX-DR4W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00675868.html,https://media.ldlc.com/r150/ld/products/00/06/23/56/LD0006235676.jpg,,True,ldlc,France,2025-12-29T00:47:50.383396,,,,,
d31a6592,ASUS TUF Gaming A16 608UP-QT070W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00705787.html,https://media.ldlc.com/r150/ld/products/00/06/24/36/LD0006243609_0006280253.jpg,,True,ldlc,France,2025-12-29T00:47:50.384434,,,,,
5a2b6fef,ASUS TUF Gaming A16 TUF608UP-RV097W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00716529.html,https://media.ldlc.com/r150/ld/products/00/06/30/23/LD0006302314.jpg,,True,ldlc,France,2025-12-29T00:47:50.386429,,,,,
d007ccfd,ASUS TUF Gaming A16 TUF608UP-RV120,,EUR,ASUS,https://www.ldlc.com/fiche/PB00716528.html,https://media.ldlc.com/r150/ld/products/00/06/30/23/LD0006302309.jpg,,True,ldlc,France,2025-12-29T00:47:50.387425,,,,,
af41bab8,ASUS TUF Gaming A17 TUF707NVR-HX020,,EUR,ASUS,https://www.ldlc.com/fiche/PB00696329.html,https://media.ldlc.com/r150/ld/products/00/06/09/19/LD0006091905_0006092187_0006178511_0006262033.jpg,,True,ldlc,France,2025-12-29T00:47:50.388429,,,,,
89c7a652,ASUS TUF Gaming A18 808UH-S8010W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00698149.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242424_0006266660.jpg,,True,ldlc,France,2025-12-29T00:47:50.389426,,,,,
b30352fd,ASUS TUF Gaming A18 808UH-S8081W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00709225.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242424_0006266660_0006287010.jpg,,True,ldlc,France,2025-12-29T00:47:50.390425,,,,,
0f51c3c8,ASUS TUF Gaming A18 808UM-S8077W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00707680.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242424_0006279687_0006284222.jpg,,True,ldlc,France,2025-12-29T00:47:50.392426,,,,,
6f268ad9,ASUS TUF Gaming A18 808UP-S9059W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00703910.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242424_0006279687.jpg,,True,ldlc,France,2025-12-29T00:47:50.393428,,,,,
22f010e2,ASUS TUF Gaming A18 808UP-S9077X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00703912.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242424_0006279687_0006279695.jpg,,True,ldlc,France,2025-12-29T00:47:50.394425,,,,,
29d46ff0,ASUS TUF Gaming F16 608JH-RV086X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691011.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242457_0006255006_0006255028.jpg,,True,ldlc,France,2025-12-29T00:47:50.396431,,,,,
f4a2994b,ASUS TUF Gaming F16 608JMR-QT084X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691010.html,https://media.ldlc.com/r150/ld/products/00/06/24/24/LD0006242457_0006255006.jpg,,True,ldlc,France,2025-12-29T00:47:50.397431,,,,,
d8338968,ASUS V16 V3607VH-RP039X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691003.html,https://media.ldlc.com/r150/ld/products/00/06/25/49/LD0006254977.jpg,,True,ldlc,France,2025-12-29T00:47:50.398433,,,,,
9619970d,ASUS V16 V3607VH-RP075,,EUR,ASUS,https://www.ldlc.com/fiche/PB00714148.html,https://media.ldlc.com/r150/ld/products/00/06/25/49/LD0006254977_0006296985.jpg,,True,ldlc,France,2025-12-29T00:47:50.399431,,,,,
5471cb08,ASUS V16 V3607VH-RP091W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00714150.html,https://media.ldlc.com/r150/ld/products/00/06/25/49/LD0006254977_0006297000.jpg,,True,ldlc,France,2025-12-29T00:47:50.400441,,,,,
1daa4ddb,ASUS V16 V3607VM-PL076X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00703916.html,https://media.ldlc.com/r150/ld/products/00/06/25/49/LD0006254977_0006271302_0006279728.jpg,,True,ldlc,France,2025-12-29T00:47:50.401395,,,,,
b6464550,ASUS V16 V3607VM-RP080W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00701259.html,https://media.ldlc.com/r150/ld/products/00/06/25/49/LD0006254977_0006271302.jpg,,True,ldlc,France,2025-12-29T00:47:50.403426,,,,,
f86ae487,ASUS V16 V3607VP-RP037WS,,EUR,ASUS,https://www.ldlc.com/fiche/PB00702095.html,https://media.ldlc.com/r150/ld/products/00/06/27/33/LD0006273361.jpg,,True,ldlc,France,2025-12-29T00:47:50.404433,,,,,
dffe9039,ASUS Vivobook 14 E410KAB-EB982W avec NumPad,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691282.html,https://media.ldlc.com/r150/ld/products/00/06/20/46/LD0006204665_0006204680_0006256173.jpg,,True,ldlc,France,2025-12-29T00:47:50.405433,,,,,
cb12598a,ASUS Vivobook 14 Flip OLED TP3407SA-QL060X Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00705790.html,https://media.ldlc.com/r150/ld/products/00/06/28/02/LD0006280267.jpg,,True,ldlc,France,2025-12-29T00:47:50.406431,,,,,
2fcad438,ASUS Vivobook 14 Flip OLED TP3407SA-QL118X Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00705802.html,https://media.ldlc.com/r150/ld/products/00/06/28/02/LD0006280267_0006280352.jpg,,True,ldlc,France,2025-12-29T00:47:50.408431,,,,,
41ef4600,ASUS Vivobook 14 S1407KA-LY054W Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00664279.html,https://media.ldlc.com/r150/ld/products/00/06/20/84/LD0006208401.jpg,,True,ldlc,France,2025-12-29T00:47:50.409431,,,,,
d5cf8e4d,ASUS Vivobook 14 S1407QA Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00681300.html,https://media.ldlc.com/r150/ld/products/00/06/20/84/LD0006208401_0006217316_0006241828.jpg,,True,ldlc,France,2025-12-29T00:47:50.410430,,,,,
640cb619,ASUS Vivobook 14 X1404VA-EB1146W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00712597.html,https://media.ldlc.com/r150/ld/products/00/06/05/08/LD0006050867_0006157296_0006252188_0006293450.jpg,,True,ldlc,France,2025-12-29T00:47:50.411435,,,,,
4ce9e6a9,ASUS Vivobook 14 X1404VA-EB277W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00715577.html,https://media.ldlc.com/r150/ld/products/00/06/30/00/LD0006300078.jpg,,True,ldlc,France,2025-12-29T00:47:50.413432,,,,,
0ef8d23c,ASUS VivoBook 14 X1404VA-NK284W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00629966.html,https://media.ldlc.com/r150/ld/products/00/06/05/08/LD0006050867_0006157296.jpg,,True,ldlc,France,2025-12-29T00:47:50.414430,,,,,
8f2acde9,ASUS Vivobook 14 X1405VA-LY351W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00640090.html,https://media.ldlc.com/r150/ld/products/00/06/10/44/LD0006104495_0006165711.jpg,,True,ldlc,France,2025-12-29T00:47:50.415437,,,,,
ca388369,ASUS Vivobook 15 OLED S1505VA-L1535W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00670163.html,https://media.ldlc.com/r150/ld/products/00/06/21/03/LD0006210336_0006219471.jpg,,True,ldlc,France,2025-12-29T00:47:50.417430,,,,,
6ecd6cdd,ASUS Vivobook 15 S1504VA-NJ2342,,EUR,ASUS,https://www.ldlc.com/fiche/PB00660890.html,https://media.ldlc.com/r150/ld/products/00/06/09/56/LD0006095667_0006202593.jpg,,True,ldlc,France,2025-12-29T00:47:50.418438,,,,,
fbd51e34,ASUS Vivobook 15 X1504VA-BQ2875W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00684337.html,https://media.ldlc.com/r150/ld/products/00/06/28/86/LD0006288654.jpg,,True,ldlc,France,2025-12-29T00:47:50.419430,,,,,
72d60720,ASUS Vivobook 15 X1504VA-BQ2888W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691369.html,https://media.ldlc.com/r150/ld/products/00/06/24/36/LD0006243694_0006256543.jpg,,True,ldlc,France,2025-12-29T00:47:50.420430,,,,,
5385a547,ASUS Vivobook 15 X1504VA-BQ2998,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691391.html,https://media.ldlc.com/r150/ld/products/00/06/24/36/LD0006243694_0006256678.jpg,,True,ldlc,France,2025-12-29T00:47:50.422431,,,,,
ba5989a2,ASUS Vivobook 15 X1504VA-BQ3089,,EUR,ASUS,https://www.ldlc.com/fiche/PB00691395.html,https://media.ldlc.com/r150/ld/products/00/06/24/36/LD0006243694_0006256692.jpg,,True,ldlc,France,2025-12-29T00:47:50.423434,,,,,
8b88f270,ASUS Vivobook 15 X1504VA-BQ3993,,EUR,ASUS,https://www.ldlc.com/fiche/PB00712599.html,https://media.ldlc.com/r150/ld/products/00/06/28/86/LD0006288654_0006293472.jpg,,True,ldlc,France,2025-12-29T00:47:50.424430,,,,,
92df0bf6,ASUS Vivobook 15 X1504VA-BQ4021W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00711562.html,https://media.ldlc.com/r150/ld/products/00/06/28/86/LD0006288654_0006291336.jpg,,True,ldlc,France,2025-12-29T00:47:50.425432,,,,,
069172ba,ASUS Vivobook 15 X1504VA-BQ4352W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00711560.html,https://media.ldlc.com/r150/ld/products/00/06/28/86/LD0006288654_0006291330.jpg,,True,ldlc,France,2025-12-29T00:47:50.427393,,,,,
64cfe7f1,ASUS VivoBook 16 Flip OLED TP3607SH-RJ032X Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00698383.html,https://media.ldlc.com/r150/ld/products/00/06/24/53/LD0006245361_0006267123.jpg,,True,ldlc,France,2025-12-29T00:47:50.428430,,,,,
0dbef788,ASUS Vivobook 16 M1607KA-MB068W Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00686565.html,https://media.ldlc.com/r150/ld/products/00/06/21/05/LD0006210583_0006248838.jpg,,True,ldlc,France,2025-12-29T00:47:50.430430,,,,,
be3f757d,ASUS Vivobook 16 S1607QA-MB085W Copilot+ PC,,EUR,ASUS,https://www.ldlc.com/fiche/PB00669598.html,https://media.ldlc.com/r150/ld/products/00/06/21/05/LD0006210583_0006217438.jpg,,True,ldlc,France,2025-12-29T00:47:50.431430,,,,,
e8d127c0,ASUS Vivobook 16 X1605VA-MB271W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00715071.html,https://media.ldlc.com/r150/ld/products/00/06/29/85/LD0006298549.jpg,,True,ldlc,France,2025-12-29T00:47:50.432431,,,,,
d00dc6ba,ASUS Vivobook 16 X1605VA-PRO-MB2382X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00715263.html,https://media.ldlc.com/r150/ld/products/00/06/00/59/LD0006005924_0006005943_0006023350_0006060315_0006268732_0006299308.jpg,,True,ldlc,France,2025-12-29T00:47:50.433431,,,,,
2da7ec32,ASUS Vivobook 16 X1605VA-PRO-MB2383X,,EUR,ASUS,https://www.ldlc.com/fiche/PB00715266.html,https://media.ldlc.com/r150/ld/products/00/06/00/59/LD0006005924_0006005943_0006023350_0006060315_0006268732_0006299308_0006299334.jpg,,True,ldlc,France,2025-12-29T00:47:50.434432,,,,,
8c69278b,ASUS Vivobook 16 X1605VA-SH2001,,EUR,ASUS,https://www.ldlc.com/fiche/PB00698749.html,https://media.ldlc.com/r150/ld/products/00/06/00/59/LD0006005924_0006005943_0006023350_0006060315_0006268732.jpg,,True,ldlc,France,2025-12-29T00:47:50.436434,,,,,
825b6996,ASUS Vivobook 17 X1704VA-AU674W,,EUR,ASUS,https://www.ldlc.com/fiche/PB00685098.html,https://media.ldlc.com/r150/ld/products/00/06/30/66/LD0006306667.jpg,,True,ldlc,France,2025-12-29T00:47:50.437432,,,,,
